report_path,page_id,visual_id,visual_type,style_variant,attribute_family,attribute_key,attribute_name,attribute_value,value_type,source_path
/themes/samples/spend_cube_report,02604e232e37ce8027cd,08c60e9651021e4efedd,slicer,Style 1,data,data.mode,mode,Dropdown,string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/08c60e9651021e4efedd/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,08c60e9651021e4efedd,slicer,Style 1,header,header.show,show,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/08c60e9651021e4efedd/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,08c60e9651021e4efedd,slicer,Style 1,selection,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/08c60e9651021e4efedd/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,08c60e9651021e4efedd,slicer,Style 1,selection,selection.singleSelect,singleSelect,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/08c60e9651021e4efedd/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,08c60e9651021e4efedd,slicer,Style 1,visualHeader,visualHeader.show,show,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/08c60e9651021e4efedd/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,0a85bca3e40364b2d41a,tableEx,Style 1,background,background.show,show,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/0a85bca3e40364b2d41a/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,0a85bca3e40364b2d41a,tableEx,Style 1,background,background.transparency,transparency,0,integer,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/0a85bca3e40364b2d41a/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,0a85bca3e40364b2d41a,tableEx,Style 1,columnHeaders,columnHeaders.alignment,alignment,Center,string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/0a85bca3e40364b2d41a/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,0a85bca3e40364b2d41a,tableEx,Style 1,columnHeaders,columnHeaders.backColor.solid.color,color,"ThemeDataColor(ColorId=3,Percent=0)",string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/0a85bca3e40364b2d41a/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,0a85bca3e40364b2d41a,tableEx,Style 1,columnHeaders,columnHeaders.fontColor.solid.color,color,"ThemeDataColor(ColorId=0,Percent=0)",string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/0a85bca3e40364b2d41a/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,0a85bca3e40364b2d41a,tableEx,Style 1,columnHeaders,columnHeaders.fontFamily,fontFamily,"''Segoe UI Semibold'', wf_segoe-ui_semibold, helvetica, arial, sans-serif",string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/0a85bca3e40364b2d41a/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,0a85bca3e40364b2d41a,tableEx,Style 1,columnHeaders,columnHeaders.fontSize,fontSize,12,integer,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/0a85bca3e40364b2d41a/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,0a85bca3e40364b2d41a,tableEx,Style 1,values,values.fontFamily,fontFamily,Calibri,string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/0a85bca3e40364b2d41a/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,0a85bca3e40364b2d41a,tableEx,Style 1,values,values.fontSize,fontSize,12,integer,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/0a85bca3e40364b2d41a/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,111e917238e703a0c373,slicer,Style 1,data,data.mode,mode,Dropdown,string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/111e917238e703a0c373/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,111e917238e703a0c373,slicer,Style 1,header,header.show,show,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/111e917238e703a0c373/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,111e917238e703a0c373,slicer,Style 1,selection,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/111e917238e703a0c373/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,111e917238e703a0c373,slicer,Style 1,selection,selection.singleSelect,singleSelect,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/111e917238e703a0c373/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,111e917238e703a0c373,slicer,Style 1,visualHeader,visualHeader.show,show,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/111e917238e703a0c373/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,12f8292beb7997d79c2b,tableEx,Style 1,background,background.show,show,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/12f8292beb7997d79c2b/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,12f8292beb7997d79c2b,tableEx,Style 1,background,background.transparency,transparency,0,integer,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/12f8292beb7997d79c2b/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,12f8292beb7997d79c2b,tableEx,Style 1,columnHeaders,columnHeaders.alignment,alignment,Center,string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/12f8292beb7997d79c2b/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,12f8292beb7997d79c2b,tableEx,Style 1,columnHeaders,columnHeaders.backColor.solid.color,color,"ThemeDataColor(ColorId=3,Percent=0)",string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/12f8292beb7997d79c2b/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,12f8292beb7997d79c2b,tableEx,Style 1,columnHeaders,columnHeaders.fontColor.solid.color,color,"ThemeDataColor(ColorId=0,Percent=0)",string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/12f8292beb7997d79c2b/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,12f8292beb7997d79c2b,tableEx,Style 1,columnHeaders,columnHeaders.fontFamily,fontFamily,"''Segoe UI Semibold'', wf_segoe-ui_semibold, helvetica, arial, sans-serif",string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/12f8292beb7997d79c2b/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,12f8292beb7997d79c2b,tableEx,Style 1,columnHeaders,columnHeaders.fontSize,fontSize,12,integer,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/12f8292beb7997d79c2b/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,12f8292beb7997d79c2b,tableEx,Style 1,values,values.fontFamily,fontFamily,Calibri,string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/12f8292beb7997d79c2b/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,12f8292beb7997d79c2b,tableEx,Style 1,values,values.fontSize,fontSize,12,integer,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/12f8292beb7997d79c2b/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,20c4f4b196f0952a45c0,actionButton,Style 2,fill,fill.show,show,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/20c4f4b196f0952a45c0/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,20c4f4b196f0952a45c0,actionButton,Style 2,fill[id=default],fill[id=default].fillColor.solid.color,color,"ThemeDataColor(ColorId=0,Percent=0)",string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/20c4f4b196f0952a45c0/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,20c4f4b196f0952a45c0,actionButton,Style 2,fill[id=default],fill[id=default].transparency,transparency,0,integer,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/20c4f4b196f0952a45c0/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,20c4f4b196f0952a45c0,actionButton,Style 2,icon,icon.show,show,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/20c4f4b196f0952a45c0/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,20c4f4b196f0952a45c0,actionButton,Style 2,outline,outline.show,show,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/20c4f4b196f0952a45c0/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,20c4f4b196f0952a45c0,actionButton,Style 2,outline[id=default],outline[id=default].weight,weight,1,integer,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/20c4f4b196f0952a45c0/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,20c4f4b196f0952a45c0,actionButton,Style 2,text,text.show,show,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/20c4f4b196f0952a45c0/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,2fc236f7d460d541ff95,slicer,Style 1,data,data.mode,mode,Dropdown,string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/2fc236f7d460d541ff95/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,2fc236f7d460d541ff95,slicer,Style 1,header,header.show,show,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/2fc236f7d460d541ff95/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,2fc236f7d460d541ff95,slicer,Style 1,selection,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/2fc236f7d460d541ff95/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,2fc236f7d460d541ff95,slicer,Style 1,selection,selection.singleSelect,singleSelect,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/2fc236f7d460d541ff95/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,2fc236f7d460d541ff95,slicer,Style 1,visualHeader,visualHeader.show,show,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/2fc236f7d460d541ff95/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,39f30bda89ed23307ac0,image,Style 1,imageScaling,imageScaling.imageScalingType,imageScalingType,Normal,string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/39f30bda89ed23307ac0/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,accentBar[id=default],accentBar[id=default].color.solid.color,color,"ThemeDataColor(ColorId=2,Percent=0)",string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,accentBar[id=default],accentBar[id=default].position,position,Bottom,string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,accentBar[id=default],accentBar[id=default].show,show,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,accentBar[id=interaction:press],accentBar[id=interaction:press].width,width,3,integer,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,accentBar[id=selection:selected],accentBar[id=selection:selected].transparency,transparency,0,integer,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,fillCustom[id=default],fillCustom[id=default].show,show,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,fillCustom[id=interaction:hover],fillCustom[id=interaction:hover].fillColor.solid.color,color,"ThemeDataColor(ColorId=3,Percent=-0.25)",string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,fillCustom[id=interaction:hover],fillCustom[id=interaction:hover].transparency,transparency,25,integer,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,layout,layout.columnCount,columnCount,3,integer,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,layout,layout.rowCount,rowCount,1,integer,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,outline[id=default],outline[id=default].show,show,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,selection,selection.singleSelect,singleSelect,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,selection,selection.strictSingleSelect,strictSingleSelect,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,selectionIcon,selectionIcon.show,show,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,shapeCustomRectangle[id=default],shapeCustomRectangle[id=default].rectangleRoundedCurveCustomStyle,rectangleRoundedCurveCustomStyle,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,shapeCustomRectangle[id=default],shapeCustomRectangle[id=default].tileShape,tileShape,rectangleRoundedByPixel,string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,title,title.show,show,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,title,title.text,text,Slicer - Calendar Year,string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,value[id=default],value[id=default].horizontalAlignment,horizontalAlignment,center,string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,value[id=interaction:hover],value[id=interaction:hover].bold,bold,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,value[id=interaction:hover],value[id=interaction:hover].fontColor.solid.color,color,"ThemeDataColor(ColorId=8,Percent=-0.5)",string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,value[id=interaction:hover],value[id=interaction:hover].fontFamily,fontFamily,"''Segoe UI Semibold'', wf_segoe-ui_semibold, helvetica, arial, sans-serif",string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,value[id=interaction:hover],value[id=interaction:hover].fontSize,fontSize,14,integer,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,value[id=interaction:hover],value[id=interaction:hover].transparency,transparency,0,integer,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,value[id=interaction:hover],value[id=interaction:hover].underline,underline,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,value[id=selection:selected],value[id=selection:selected].italic,italic,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,59cc9da5c4d0f55695a5,advancedSlicerVisual,Style 1,visualHeader,visualHeader.show,show,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/59cc9da5c4d0f55695a5/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,7b35aeb99bd1cf6aabbe,slicer,Style 1,data,data.mode,mode,Dropdown,string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/7b35aeb99bd1cf6aabbe/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,7b35aeb99bd1cf6aabbe,slicer,Style 1,header,header.show,show,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/7b35aeb99bd1cf6aabbe/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,7b35aeb99bd1cf6aabbe,slicer,Style 1,selection,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/7b35aeb99bd1cf6aabbe/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,7b35aeb99bd1cf6aabbe,slicer,Style 1,selection,selection.singleSelect,singleSelect,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/7b35aeb99bd1cf6aabbe/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,7b35aeb99bd1cf6aabbe,slicer,Style 1,visualHeader,visualHeader.show,show,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/7b35aeb99bd1cf6aabbe/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,8b7d2fbe96b61532e888,aiNarratives,Style 1,background,background.color.solid.color,color,"ThemeDataColor(ColorId=6,Percent=0)",string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/8b7d2fbe96b61532e888/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,8b7d2fbe96b61532e888,aiNarratives,Style 1,background,background.show,show,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/8b7d2fbe96b61532e888/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,8b7d2fbe96b61532e888,aiNarratives,Style 1,background,background.transparency,transparency,5,integer,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/8b7d2fbe96b61532e888/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,8b7d2fbe96b61532e888,aiNarratives,Style 1,border,border.color.solid.color,color,"ThemeDataColor(ColorId=3,Percent=0)",string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/8b7d2fbe96b61532e888/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,8b7d2fbe96b61532e888,aiNarratives,Style 1,border,border.radius,radius,6,integer,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/8b7d2fbe96b61532e888/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,8b7d2fbe96b61532e888,aiNarratives,Style 1,border,border.show,show,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/8b7d2fbe96b61532e888/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,8b7d2fbe96b61532e888,aiNarratives,Style 1,narrativeSelection,narrativeSelection.dismissSelectionScreen,dismissSelectionScreen,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/8b7d2fbe96b61532e888/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,8b7d2fbe96b61532e888,aiNarratives,Style 1,text,text.fontColor.solid.color,color,"ThemeDataColor(ColorId=1,Percent=0)",string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/8b7d2fbe96b61532e888/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,8b7d2fbe96b61532e888,aiNarratives,Style 1,text,text.fontSize,fontSize,12,integer,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/8b7d2fbe96b61532e888/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,8b7d2fbe96b61532e888,aiNarratives,Style 1,text,text.textAlignment,textAlignment,left,string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/8b7d2fbe96b61532e888/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,8b7d2fbe96b61532e888,aiNarratives,Style 1,title,title.show,show,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/8b7d2fbe96b61532e888/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,8b7d2fbe96b61532e888,aiNarratives,Style 1,userPrompt,userPrompt.selectedVisualsJson,selectedVisualsJson,"{""isEntireReportSelected"":false,""sections"":{""02604e232e37ce8027cd"":{""isEntireSectionSelected"":true}}}",string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/8b7d2fbe96b61532e888/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,8b7d2fbe96b61532e888,aiNarratives,Style 1,userPrompt,userPrompt.text,text,"Executive Summary (underline, bold)

[2 blank rows]

Create 4-sentence executive summary focusing on business impact and strategic trends with implications. Blank row in between sentences. Each sentence on separate row. Don''t bold. Identify actionable patterns and performance drivers. Don''t reference BLANK data or obvious page callouts.

[3 blank rows]

Key Insights (underline, bold)

Create 3-5 bulleted insights with business context and quantitative details. Add blank row between bullets. Don''t bold bullets. Focus on non-obvious, decision-driving findings that warrant investigation. Don''t compare Direct vs Indirect spend.

[2 blank rows]

Strategic Questions for Leadership (underline, bold)

List 5 action-oriented ""how"" and ""what if"" questions based on data patterns for optimization opportunities and risk mitigation.

When page has selections, tailor all content to that specific context (vendor, date, organization). Compare selection performance to relevant benchmarks when possible.",string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/8b7d2fbe96b61532e888/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,8b7d2fbe96b61532e888,aiNarratives,Style 1,userPrompt,userPrompt.useAllVisuals,useAllVisuals,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/8b7d2fbe96b61532e888/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,8b7d2fbe96b61532e888,aiNarratives,Style 1,visualHeader,visualHeader.show,show,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/8b7d2fbe96b61532e888/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,8b7d2fbe96b61532e888,aiNarratives,Style 1,visualTooltip,visualTooltip.show,show,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/8b7d2fbe96b61532e888/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,911103ba7ead89f2fb04,slicer,Style 1,data,data.mode,mode,Dropdown,string,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/911103ba7ead89f2fb04/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,911103ba7ead89f2fb04,slicer,Style 1,header,header.show,show,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/911103ba7ead89f2fb04/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,911103ba7ead89f2fb04,slicer,Style 1,selection,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/911103ba7ead89f2fb04/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,911103ba7ead89f2fb04,slicer,Style 1,selection,selection.singleSelect,singleSelect,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/911103ba7ead89f2fb04/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,911103ba7ead89f2fb04,slicer,Style 1,visualHeader,visualHeader.show,show,false,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/911103ba7ead89f2fb04/visual.json
/themes/samples/spend_cube_report,02604e232e37ce8027cd,9561b2505f2440e48421,actionButton,Style 2,fill,fill.show,show,true,boolean,themes/samples/spend_cube_report/definition/pages/02604e232e37ce8027cd/visuals/9561b2505f2440e48421/visual.json
